NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,FREQUENTLY/ALWAYS
0.076,0.081,0.123,0.213,0.521,0.741
0.076,0.081,0.123,0.213,0.521,0.741
0.076,0.081,0.123,0.213,0.521,0.741
0.077,0.081,0.123,0.213,0.521,0.741
0.077,0.081,0.123,0.213,0.522,0.742
0.077,0.081,0.123,0.214,0.522,0.742
0.077,0.081,0.123,0.214,0.522,0.742
0.077,0.081,0.123,0.214,0.522,0.742
0.077,0.081,0.123,0.214,0.522,0.742
0.077,0.081,0.124,0.214,0.523,0.742
0.077,0.081,0.124,0.214,0.523,0.742
0.077,0.081,0.124,0.214,0.523,0.742
0.077,0.081,0.124,0.214,0.523,0.743
0.077,0.081,0.124,0.214,0.523,0.743
0.077,0.081,0.124,0.214,0.523,0.743
0.077,0.082,0.124,0.214,0.523,0.743
0.077,0.082,0.124,0.214,0.524,0.743
0.077,0.082,0.124,0.214,0.524,0.743
0.077,0.082,0.124,0.214,0.524,0.743
0.077,0.082,0.124,0.214,0.524,0.743
0.077,0.082,0.124,0.214,0.524,0.743
0.077,0.082,0.124,0.214,0.524,0.743
0.077,0.082,0.124,0.214,0.524,0.743
0.077,0.082,0.124,0.214,0.524,0.743
0.077,0.082,0.124,0.214,0.524,0.743
0.077,0.082,0.124,0.214,0.525,0.743
0.077,0.082,0.124,0.214,0.525,0.744
0.078,0.082,0.125,0.214,0.525,0.744
0.078,0.082,0.125,0.214,0.525,0.744
0.078,0.082,0.125,0.214,0.525,0.744
0.078,0.082,0.125,0.214,0.526,0.744
0.078,0.082,0.125,0.214,0.526,0.744
0.078,0.082,0.125,0.214,0.526,0.744
0.078,0.082,0.125,0.215,0.526,0.744
0.078,0.082,0.125,0.215,0.526,0.744
0.078,0.082,0.125,0.215,0.527,0.744
0.078,0.082,0.125,0.215,0.527,0.744
0.078,0.082,0.125,0.215,0.527,0.745
0.078,0.083,0.125,0.215,0.527,0.745
0.078,0.083,0.125,0.215,0.527,0.745
0.078,0.083,0.126,0.215,0.527,0.745
0.078,0.083,0.126,0.215,0.527,0.745
0.078,0.083,0.126,0.215,0.527,0.745
0.078,0.083,0.126,0.215,0.528,0.745
0.078,0.083,0.126,0.215,0.528,0.745
0.078,0.083,0.126,0.215,0.528,0.745
0.078,0.083,0.126,0.215,0.528,0.745
0.078,0.083,0.126,0.215,0.528,0.745
0.078,0.083,0.126,0.215,0.528,0.746
0.078,0.083,0.126,0.215,0.528,0.746
0.078,0.083,0.126,0.215,0.529,0.746
0.078,0.083,0.126,0.215,0.529,0.746
0.078,0.083,0.126,0.215,0.529,0.746
0.078,0.083,0.126,0.215,0.529,0.746
0.078,0.083,0.126,0.216,0.529,0.746
0.078,0.083,0.126,0.216,0.529,0.746
0.078,0.083,0.126,0.216,0.53,0.747
0.079,0.083,0.126,0.216,0.53,0.747
0.079,0.083,0.126,0.216,0.53,0.747
0.079,0.083,0.126,0.216,0.53,0.747
0.079,0.083,0.126,0.216,0.53,0.747
0.079,0.083,0.126,0.216,0.531,0.748
0.079,0.084,0.126,0.216,0.531,0.748
0.079,0.084,0.127,0.216,0.531,0.748
0.079,0.084,0.127,0.216,0.531,0.748
0.079,0.084,0.127,0.216,0.531,0.748
0.079,0.084,0.127,0.216,0.531,0.748
0.08,0.084,0.127,0.216,0.531,0.748
0.08,0.084,0.127,0.216,0.531,0.749
0.08,0.084,0.127,0.216,0.531,0.749
0.08,0.084,0.127,0.217,0.531,0.749
0.08,0.084,0.127,0.217,0.532,0.749
0.08,0.084,0.127,0.217,0.532,0.749
0.08,0.084,0.127,0.217,0.532,0.749
0.08,0.084,0.127,0.217,0.532,0.749
0.08,0.084,0.127,0.217,0.532,0.749
0.08,0.084,0.127,0.217,0.532,0.749
0.08,0.084,0.127,0.217,0.532,0.749
0.08,0.084,0.127,0.217,0.532,0.749
0.08,0.084,0.127,0.217,0.532,0.749
0.08,0.084,0.127,0.217,0.532,0.749
0.08,0.084,0.127,0.217,0.533,0.75
0.08,0.084,0.127,0.217,0.533,0.75
0.08,0.084,0.127,0.217,0.533,0.75
0.08,0.084,0.127,0.217,0.533,0.75
0.08,0.084,0.127,0.217,0.533,0.75
0.081,0.084,0.127,0.217,0.533,0.75
0.081,0.084,0.127,0.217,0.533,0.75
0.081,0.085,0.127,0.217,0.533,0.75
0.081,0.085,0.128,0.217,0.533,0.75
0.081,0.085,0.128,0.217,0.534,0.75
0.081,0.085,0.128,0.217,0.534,0.751
0.081,0.085,0.128,0.217,0.534,0.751
0.081,0.085,0.128,0.217,0.534,0.751
0.081,0.085,0.128,0.217,0.534,0.751
0.081,0.085,0.128,0.218,0.534,0.751
0.081,0.085,0.128,0.218,0.534,0.751
0.081,0.085,0.128,0.218,0.535,0.752
0.081,0.085,0.128,0.218,0.535,0.752
0.081,0.085,0.128,0.218,0.535,0.752
0.081,0.085,0.128,0.218,0.535,0.752
0.081,0.085,0.128,0.218,0.535,0.752
0.081,0.085,0.128,0.218,0.535,0.752
0.081,0.085,0.128,0.218,0.535,0.753
0.081,0.085,0.128,0.218,0.535,0.753
0.081,0.085,0.128,0.218,0.536,0.753
0.081,0.085,0.128,0.218,0.536,0.753
0.082,0.085,0.128,0.218,0.537,0.753
0.082,0.086,0.128,0.218,0.537,0.753
0.082,0.086,0.128,0.218,0.537,0.753
0.082,0.086,0.128,0.218,0.537,0.753
0.082,0.086,0.129,0.219,0.537,0.753
0.082,0.086,0.129,0.219,0.538,0.754
0.082,0.086,0.129,0.219,0.538,0.754
0.082,0.086,0.129,0.219,0.538,0.754
0.082,0.086,0.129,0.219,0.539,0.754
0.082,0.086,0.129,0.219,0.539,0.754
0.082,0.086,0.129,0.219,0.539,0.754
0.082,0.086,0.129,0.219,0.539,0.755
0.082,0.086,0.129,0.219,0.539,0.755
0.082,0.086,0.129,0.219,0.539,0.755
0.082,0.086,0.129,0.219,0.54,0.755
0.082,0.086,0.129,0.219,0.54,0.755
0.082,0.086,0.129,0.219,0.54,0.755
0.082,0.086,0.129,0.219,0.54,0.755
0.082,0.086,0.129,0.219,0.54,0.755
0.082,0.086,0.129,0.219,0.54,0.756
0.082,0.086,0.129,0.219,0.54,0.756
0.082,0.086,0.129,0.219,0.54,0.756
0.082,0.087,0.129,0.219,0.54,0.756
0.082,0.087,0.129,0.22,0.54,0.756
0.082,0.087,0.129,0.22,0.541,0.756
0.083,0.087,0.129,0.22,0.541,0.757
0.083,0.087,0.129,0.22,0.541,0.757
0.083,0.087,0.129,0.22,0.541,0.757
0.083,0.087,0.129,0.22,0.541,0.757
0.083,0.087,0.129,0.22,0.541,0.757
0.083,0.087,0.129,0.22,0.542,0.757
0.083,0.087,0.129,0.221,0.542,0.757
0.083,0.087,0.13,0.221,0.542,0.757
0.083,0.087,0.13,0.221,0.542,0.758
0.083,0.087,0.13,0.221,0.542,0.758
0.083,0.088,0.13,0.221,0.542,0.758
0.083,0.088,0.13,0.221,0.542,0.758
0.083,0.088,0.13,0.221,0.543,0.758
0.083,0.088,0.13,0.221,0.543,0.758
0.083,0.088,0.13,0.221,0.543,0.758
0.083,0.088,0.13,0.221,0.543,0.758
0.083,0.088,0.13,0.221,0.543,0.758
0.083,0.088,0.13,0.221,0.543,0.758
0.083,0.088,0.13,0.221,0.544,0.759
0.084,0.088,0.13,0.221,0.544,0.759
0.084,0.088,0.13,0.221,0.544,0.759
0.084,0.088,0.131,0.221,0.544,0.759
0.084,0.088,0.131,0.221,0.544,0.759
0.084,0.088,0.131,0.221,0.544,0.759
0.084,0.088,0.131,0.221,0.544,0.759
0.084,0.088,0.131,0.221,0.545,0.759
0.084,0.088,0.131,0.222,0.545,0.759
0.084,0.088,0.131,0.222,0.545,0.759
0.084,0.089,0.131,0.222,0.545,0.759
0.084,0.089,0.131,0.222,0.545,0.759
0.084,0.089,0.131,0.222,0.545,0.759
0.084,0.089,0.131,0.222,0.545,0.759
0.084,0.089,0.131,0.222,0.545,0.76
0.084,0.089,0.131,0.222,0.545,0.76
0.084,0.089,0.131,0.222,0.545,0.76
0.084,0.089,0.131,0.222,0.546,0.76
0.084,0.089,0.131,0.222,0.546,0.76
0.084,0.089,0.132,0.222,0.546,0.76
0.084,0.089,0.132,0.222,0.546,0.76
0.084,0.089,0.132,0.222,0.546,0.76
0.084,0.089,0.132,0.222,0.546,0.76
0.084,0.089,0.132,0.222,0.546,0.76
0.085,0.089,0.132,0.222,0.546,0.76
0.085,0.089,0.132,0.222,0.546,0.76
0.085,0.089,0.132,0.222,0.547,0.76
0.085,0.089,0.132,0.222,0.547,0.761
0.085,0.089,0.132,0.222,0.547,0.761
0.085,0.089,0.132,0.222,0.547,0.761
0.085,0.089,0.132,0.222,0.547,0.761
0.085,0.089,0.132,0.222,0.547,0.761
0.085,0.09,0.132,0.222,0.547,0.762
0.085,0.09,0.132,0.222,0.548,0.762
0.085,0.09,0.133,0.222,0.548,0.762
0.085,0.09,0.133,0.222,0.548,0.762
0.085,0.09,0.133,0.223,0.548,0.762
0.085,0.09,0.133,0.223,0.548,0.763
0.085,0.09,0.133,0.223,0.548,0.763
0.085,0.09,0.133,0.223,0.548,0.763
0.085,0.09,0.133,0.223,0.548,0.763
0.085,0.09,0.133,0.223,0.548,0.763
0.085,0.09,0.133,0.223,0.549,0.763
0.085,0.09,0.133,0.223,0.549,0.764
0.086,0.09,0.133,0.223,0.549,0.764
0.086,0.09,0.133,0.223,0.55,0.764
0.086,0.09,0.133,0.223,0.55,0.764
0.086,0.09,0.133,0.223,0.55,0.764
0.086,0.09,0.133,0.223,0.55,0.764
0.086,0.09,0.133,0.223,0.55,0.764
0.086,0.09,0.133,0.223,0.55,0.764
0.086,0.09,0.133,0.223,0.55,0.764
0.086,0.091,0.133,0.224,0.55,0.764
0.086,0.091,0.133,0.224,0.55,0.764
0.086,0.091,0.134,0.224,0.551,0.764
0.086,0.091,0.134,0.224,0.551,0.765
0.086,0.091,0.134,0.224,0.551,0.765
0.086,0.091,0.134,0.224,0.551,0.765
0.086,0.091,0.134,0.224,0.551,0.765
0.086,0.091,0.134,0.224,0.551,0.765
0.087,0.091,0.134,0.224,0.551,0.765
0.087,0.091,0.134,0.224,0.551,0.765
0.087,0.091,0.134,0.224,0.552,0.765
0.087,0.091,0.134,0.224,0.552,0.765
0.087,0.091,0.134,0.224,0.552,0.766
0.087,0.091,0.134,0.224,0.553,0.766
0.087,0.091,0.134,0.224,0.553,0.766
0.087,0.091,0.134,0.224,0.553,0.766
0.087,0.091,0.134,0.224,0.553,0.766
0.087,0.091,0.134,0.225,0.553,0.766
0.087,0.092,0.134,0.225,0.554,0.766
0.087,0.092,0.134,0.225,0.554,0.767
0.087,0.092,0.134,0.225,0.554,0.767
0.087,0.092,0.134,0.225,0.554,0.767
0.087,0.092,0.134,0.225,0.554,0.767
0.087,0.092,0.134,0.225,0.554,0.767
0.087,0.092,0.134,0.225,0.555,0.767
0.087,0.092,0.134,0.225,0.555,0.767
0.087,0.092,0.135,0.225,0.555,0.767
0.087,0.092,0.135,0.225,0.555,0.767
0.088,0.092,0.135,0.225,0.555,0.767
0.088,0.092,0.135,0.225,0.555,0.767
0.088,0.092,0.135,0.225,0.555,0.768
0.088,0.092,0.135,0.225,0.555,0.768
0.088,0.092,0.135,0.225,0.556,0.768
0.088,0.092,0.135,0.225,0.556,0.768
0.088,0.092,0.135,0.225,0.556,0.768
0.088,0.092,0.135,0.225,0.556,0.769
0.088,0.093,0.135,0.225,0.557,0.769
0.088,0.093,0.135,0.225,0.557,0.769
0.088,0.093,0.135,0.225,0.557,0.769
0.088,0.093,0.135,0.225,0.557,0.769
0.088,0.093,0.135,0.226,0.557,0.769
0.088,0.093,0.135,0.226,0.558,0.77
0.088,0.093,0.135,0.226,0.558,0.77
0.088,0.093,0.135,0.226,0.558,0.77
0.089,0.093,0.136,0.226,0.558,0.77
0.089,0.093,0.136,0.226,0.558,0.77
0.089,0.093,0.136,0.226,0.558,0.771
0.089,0.093,0.136,0.226,0.558,0.771
0.089,0.093,0.136,0.226,0.558,0.771
0.089,0.093,0.136,0.226,0.558,0.771
0.089,0.093,0.136,0.226,0.558,0.771
0.089,0.093,0.136,0.226,0.559,0.771
0.089,0.093,0.136,0.226,0.559,0.771
0.089,0.093,0.136,0.226,0.559,0.771
0.089,0.093,0.136,0.226,0.559,0.772
0.089,0.093,0.136,0.227,0.559,0.772
0.089,0.093,0.136,0.227,0.56,0.772
0.089,0.093,0.136,0.227,0.56,0.772
0.089,0.094,0.136,0.227,0.56,0.772
0.09,0.094,0.136,0.227,0.56,0.772
0.09,0.094,0.136,0.227,0.56,0.772
0.09,0.094,0.136,0.227,0.56,0.772
0.09,0.094,0.136,0.227,0.56,0.773
0.09,0.094,0.136,0.227,0.56,0.773
0.09,0.094,0.136,0.227,0.56,0.773
0.09,0.094,0.136,0.227,0.56,0.773
0.09,0.094,0.136,0.227,0.56,0.773
0.09,0.094,0.137,0.227,0.56,0.773
0.09,0.094,0.137,0.227,0.561,0.773
0.09,0.094,0.137,0.227,0.561,0.773
0.09,0.094,0.137,0.227,0.561,0.773
0.09,0.094,0.137,0.227,0.561,0.773
0.09,0.094,0.137,0.227,0.561,0.773
0.09,0.094,0.137,0.228,0.561,0.773
0.091,0.094,0.137,0.228,0.561,0.773
0.091,0.094,0.137,0.228,0.562,0.774
0.091,0.094,0.137,0.228,0.562,0.774
0.091,0.094,0.137,0.228,0.562,0.774
0.091,0.095,0.137,0.228,0.562,0.774
0.091,0.095,0.137,0.228,0.562,0.774
0.091,0.095,0.137,0.228,0.562,0.774
0.091,0.095,0.137,0.228,0.562,0.774
0.091,0.095,0.137,0.228,0.562,0.774
0.091,0.095,0.137,0.228,0.562,0.774
0.091,0.095,0.137,0.228,0.563,0.774
0.091,0.095,0.137,0.228,0.563,0.774
0.091,0.095,0.137,0.228,0.563,0.774
0.091,0.095,0.137,0.228,0.563,0.774
0.091,0.095,0.137,0.228,0.563,0.775
0.091,0.095,0.137,0.228,0.563,0.775
0.092,0.095,0.137,0.229,0.563,0.775
0.092,0.095,0.137,0.229,0.564,0.775
0.092,0.095,0.137,0.229,0.564,0.775
0.092,0.095,0.137,0.229,0.564,0.775
0.092,0.095,0.138,0.229,0.564,0.775
0.092,0.095,0.138,0.229,0.564,0.775
0.092,0.095,0.138,0.229,0.564,0.775
0.092,0.096,0.138,0.229,0.564,0.775
0.092,0.096,0.138,0.229,0.564,0.776
0.092,0.096,0.138,0.229,0.564,0.776
0.092,0.096,0.138,0.229,0.565,0.776
0.092,0.096,0.138,0.229,0.565,0.776
0.092,0.096,0.138,0.229,0.565,0.776
0.092,0.096,0.138,0.229,0.565,0.776
0.092,0.096,0.138,0.229,0.565,0.776
0.092,0.096,0.138,0.229,0.565,0.776
0.092,0.096,0.138,0.229,0.565,0.777
0.092,0.096,0.138,0.229,0.565,0.777
0.092,0.096,0.138,0.229,0.565,0.777
0.092,0.096,0.138,0.229,0.565,0.777
0.093,0.096,0.138,0.229,0.566,0.777
0.093,0.096,0.138,0.229,0.566,0.777
0.093,0.096,0.138,0.23,0.566,0.777
0.093,0.096,0.138,0.23,0.566,0.778
0.093,0.096,0.138,0.23,0.566,0.778
0.093,0.096,0.138,0.23,0.567,0.778
0.093,0.096,0.138,0.23,0.567,0.779
0.093,0.097,0.138,0.23,0.567,0.779
0.093,0.097,0.138,0.23,0.567,0.779
0.093,0.097,0.139,0.23,0.567,0.779
0.093,0.097,0.139,0.23,0.567,0.779
0.093,0.097,0.139,0.23,0.567,0.779
0.093,0.097,0.139,0.23,0.567,0.779
0.093,0.097,0.139,0.23,0.567,0.779
0.093,0.097,0.139,0.23,0.567,0.78
0.094,0.097,0.139,0.23,0.568,0.78
0.094,0.097,0.139,0.231,0.568,0.78
0.094,0.097,0.139,0.231,0.568,0.78
0.094,0.097,0.139,0.231,0.568,0.78
0.094,0.098,0.139,0.231,0.568,0.78
0.094,0.098,0.14,0.231,0.568,0.78
0.094,0.098,0.14,0.231,0.569,0.78
0.094,0.098,0.14,0.231,0.569,0.781
0.094,0.098,0.14,0.231,0.569,0.781
0.094,0.098,0.14,0.231,0.569,0.781
0.094,0.098,0.14,0.231,0.569,0.781
0.094,0.098,0.14,0.231,0.569,0.781
0.094,0.098,0.14,0.231,0.569,0.781
0.094,0.098,0.14,0.231,0.57,0.781
0.095,0.098,0.14,0.231,0.57,0.781
0.095,0.098,0.14,0.232,0.57,0.781
0.095,0.098,0.14,0.232,0.57,0.781
0.095,0.098,0.141,0.232,0.57,0.782
0.095,0.098,0.141,0.232,0.57,0.782
0.095,0.098,0.141,0.232,0.57,0.782
0.095,0.098,0.141,0.232,0.57,0.782
0.095,0.098,0.141,0.232,0.57,0.782
0.095,0.098,0.141,0.232,0.571,0.782
0.095,0.099,0.141,0.232,0.571,0.782
0.095,0.099,0.141,0.232,0.571,0.783
0.095,0.099,0.141,0.232,0.571,0.783
0.095,0.099,0.141,0.232,0.571,0.783
0.095,0.099,0.141,0.232,0.571,0.783
0.095,0.099,0.141,0.232,0.571,0.783
0.095,0.099,0.141,0.232,0.571,0.783
0.095,0.099,0.141,0.232,0.572,0.783
0.095,0.099,0.141,0.233,0.572,0.783
0.095,0.099,0.141,0.233,0.572,0.783
0.096,0.099,0.142,0.233,0.572,0.783
0.096,0.099,0.142,0.233,0.572,0.783
0.096,0.099,0.142,0.233,0.572,0.784
0.096,0.099,0.142,0.233,0.572,0.784
0.096,0.099,0.142,0.233,0.573,0.784
0.096,0.099,0.142,0.233,0.573,0.784
0.096,0.1,0.142,0.233,0.573,0.785
0.096,0.1,0.142,0.233,0.573,0.785
0.096,0.1,0.142,0.233,0.574,0.785
0.096,0.1,0.142,0.233,0.574,0.785
0.096,0.1,0.142,0.233,0.574,0.785
0.096,0.1,0.142,0.233,0.574,0.786
0.096,0.1,0.142,0.233,0.575,0.786
0.096,0.1,0.142,0.233,0.575,0.786
0.096,0.1,0.142,0.233,0.575,0.786
0.096,0.1,0.142,0.233,0.575,0.786
0.096,0.1,0.142,0.233,0.575,0.786
0.096,0.1,0.142,0.233,0.575,0.786
0.096,0.1,0.142,0.233,0.575,0.786
0.096,0.1,0.142,0.233,0.576,0.787
0.096,0.1,0.142,0.234,0.576,0.787
0.097,0.1,0.142,0.234,0.576,0.787
0.097,0.1,0.142,0.234,0.576,0.787
0.097,0.1,0.142,0.234,0.576,0.787
0.097,0.1,0.143,0.234,0.577,0.787
0.097,0.1,0.143,0.234,0.577,0.787
0.097,0.101,0.143,0.234,0.577,0.787
0.097,0.101,0.143,0.234,0.577,0.787
0.097,0.101,0.143,0.234,0.577,0.787
0.097,0.101,0.143,0.234,0.577,0.787
0.097,0.101,0.143,0.234,0.577,0.787
0.097,0.101,0.143,0.234,0.577,0.788
0.097,0.101,0.143,0.234,0.577,0.788
0.097,0.101,0.143,0.234,0.578,0.788
0.097,0.101,0.143,0.234,0.578,0.789
0.097,0.101,0.143,0.234,0.578,0.789
0.097,0.101,0.143,0.234,0.578,0.789
0.097,0.101,0.143,0.234,0.578,0.789
0.097,0.102,0.144,0.234,0.579,0.789
0.097,0.102,0.144,0.234,0.579,0.789
0.097,0.102,0.144,0.234,0.579,0.789
0.097,0.102,0.144,0.234,0.58,0.789
0.097,0.102,0.144,0.234,0.58,0.789
0.098,0.102,0.144,0.235,0.58,0.789
0.098,0.102,0.144,0.235,0.58,0.789
0.098,0.102,0.144,0.235,0.58,0.79
0.098,0.102,0.144,0.235,0.58,0.79
0.098,0.102,0.144,0.235,0.581,0.79
0.098,0.102,0.144,0.235,0.581,0.79
0.098,0.102,0.144,0.235,0.581,0.79
0.098,0.102,0.144,0.235,0.581,0.79
0.098,0.102,0.144,0.235,0.581,0.79
0.098,0.102,0.144,0.235,0.581,0.79
0.098,0.102,0.144,0.235,0.581,0.79
0.098,0.102,0.144,0.235,0.582,0.79
0.098,0.102,0.144,0.235,0.582,0.791
0.098,0.102,0.144,0.235,0.583,0.791
0.098,0.102,0.144,0.235,0.584,0.791
0.098,0.103,0.144,0.235,0.584,0.791
0.099,0.103,0.144,0.235,0.584,0.791
0.099,0.103,0.144,0.235,0.584,0.791
0.099,0.103,0.145,0.235,0.584,0.791
0.099,0.103,0.145,0.235,0.585,0.791
0.099,0.103,0.145,0.235,0.585,0.791
0.099,0.103,0.145,0.235,0.585,0.791
0.099,0.103,0.145,0.235,0.585,0.792
0.099,0.103,0.145,0.235,0.585,0.792
0.099,0.103,0.145,0.235,0.586,0.792
0.099,0.103,0.145,0.236,0.586,0.792
0.099,0.103,0.145,0.236,0.586,0.792
0.099,0.103,0.145,0.236,0.586,0.792
0.099,0.103,0.145,0.236,0.586,0.792
0.099,0.103,0.145,0.236,0.586,0.792
0.099,0.103,0.145,0.236,0.587,0.792
0.099,0.103,0.145,0.236,0.587,0.792
0.099,0.103,0.145,0.236,0.587,0.792
0.099,0.103,0.145,0.236,0.587,0.792
0.099,0.104,0.145,0.236,0.588,0.792
0.1,0.104,0.145,0.236,0.588,0.793
0.1,0.104,0.145,0.236,0.588,0.793
0.1,0.104,0.145,0.236,0.588,0.793
0.1,0.104,0.145,0.236,0.588,0.793
0.1,0.104,0.145,0.236,0.588,0.793
0.1,0.104,0.146,0.236,0.588,0.793
0.1,0.104,0.146,0.236,0.588,0.794
0.1,0.104,0.146,0.236,0.588,0.794
0.1,0.104,0.146,0.236,0.588,0.794
0.1,0.104,0.146,0.236,0.588,0.794
0.1,0.104,0.146,0.236,0.589,0.794
0.1,0.104,0.146,0.236,0.589,0.794
0.1,0.104,0.146,0.236,0.589,0.794
0.1,0.104,0.146,0.236,0.589,0.795
0.1,0.104,0.146,0.236,0.589,0.795
0.1,0.104,0.146,0.237,0.589,0.795
0.101,0.104,0.146,0.237,0.589,0.796
0.101,0.105,0.146,0.237,0.59,0.796
0.101,0.105,0.146,0.237,0.59,0.796
0.101,0.105,0.146,0.237,0.59,0.796
0.101,0.105,0.146,0.237,0.59,0.796
0.101,0.105,0.147,0.237,0.59,0.796
0.101,0.105,0.147,0.237,0.59,0.797
0.101,0.105,0.147,0.237,0.59,0.797
0.101,0.105,0.147,0.237,0.591,0.797
0.101,0.105,0.147,0.237,0.591,0.797
0.101,0.105,0.147,0.237,0.591,0.797
0.101,0.105,0.147,0.237,0.591,0.797
0.101,0.105,0.147,0.237,0.591,0.798
0.101,0.105,0.147,0.238,0.591,0.798
0.101,0.105,0.147,0.238,0.591,0.798
0.102,0.105,0.147,0.238,0.591,0.798
0.102,0.105,0.147,0.238,0.591,0.798
0.102,0.105,0.147,0.238,0.592,0.798
0.102,0.105,0.147,0.238,0.592,0.798
0.102,0.105,0.147,0.238,0.592,0.798
0.102,0.105,0.147,0.238,0.592,0.798
0.102,0.105,0.147,0.238,0.592,0.798
0.102,0.105,0.147,0.238,0.592,0.798
0.102,0.105,0.147,0.238,0.592,0.799
0.102,0.105,0.147,0.238,0.593,0.799
0.102,0.106,0.147,0.238,0.593,0.799
0.102,0.106,0.148,0.238,0.593,0.799
0.102,0.106,0.148,0.238,0.593,0.8
0.102,0.106,0.148,0.239,0.594,0.8
0.102,0.106,0.148,0.239,0.594,0.8
0.102,0.106,0.148,0.239,0.594,0.8
0.102,0.106,0.148,0.239,0.594,0.8
0.102,0.106,0.148,0.239,0.594,0.8
0.103,0.106,0.148,0.239,0.594,0.8
0.103,0.106,0.148,0.239,0.595,0.8
0.103,0.106,0.148,0.239,0.595,0.8
0.103,0.106,0.148,0.239,0.595,0.801
0.103,0.107,0.148,0.239,0.595,0.801
0.103,0.107,0.148,0.239,0.595,0.801
0.103,0.107,0.148,0.239,0.595,0.801
0.103,0.107,0.148,0.239,0.595,0.801
0.103,0.107,0.148,0.239,0.596,0.801
0.103,0.107,0.148,0.239,0.596,0.802
0.103,0.107,0.148,0.239,0.596,0.802
0.104,0.107,0.148,0.239,0.596,0.802
0.104,0.107,0.148,0.239,0.596,0.802
0.104,0.107,0.148,0.24,0.596,0.802
0.104,0.107,0.149,0.24,0.596,0.802
0.104,0.107,0.149,0.24,0.596,0.802
0.104,0.108,0.149,0.24,0.596,0.802
0.104,0.108,0.149,0.24,0.596,0.802
0.104,0.108,0.149,0.24,0.597,0.802
0.104,0.108,0.149,0.24,0.597,0.802
0.105,0.108,0.149,0.24,0.597,0.803
0.105,0.108,0.149,0.24,0.597,0.803
0.105,0.108,0.149,0.24,0.597,0.803
0.105,0.108,0.149,0.24,0.597,0.803
0.105,0.108,0.149,0.24,0.597,0.803
0.105,0.108,0.15,0.24,0.597,0.803
0.105,0.108,0.15,0.24,0.598,0.803
0.105,0.108,0.15,0.24,0.598,0.803
0.105,0.109,0.15,0.241,0.598,0.804
0.105,0.109,0.15,0.241,0.598,0.804
0.105,0.109,0.15,0.241,0.598,0.804
0.105,0.109,0.15,0.241,0.598,0.804
0.105,0.109,0.15,0.241,0.598,0.805
0.105,0.109,0.15,0.241,0.599,0.805
0.105,0.109,0.15,0.241,0.599,0.805
0.106,0.109,0.15,0.241,0.599,0.805
0.106,0.109,0.15,0.242,0.599,0.805
0.106,0.109,0.15,0.242,0.599,0.805
0.106,0.109,0.15,0.242,0.6,0.805
0.106,0.109,0.15,0.242,0.6,0.806
0.106,0.109,0.15,0.242,0.6,0.806
0.106,0.11,0.15,0.242,0.6,0.806
0.106,0.11,0.15,0.242,0.6,0.806
0.106,0.11,0.15,0.242,0.601,0.806
0.106,0.11,0.15,0.242,0.601,0.806
0.107,0.11,0.15,0.242,0.601,0.806
0.107,0.11,0.15,0.242,0.601,0.807
0.107,0.11,0.151,0.242,0.602,0.807
0.107,0.11,0.151,0.242,0.602,0.807
0.107,0.11,0.151,0.242,0.602,0.807
0.107,0.11,0.151,0.242,0.602,0.807
0.107,0.11,0.151,0.243,0.602,0.807
0.107,0.11,0.151,0.243,0.602,0.808
0.107,0.11,0.151,0.243,0.603,0.808
0.107,0.11,0.151,0.243,0.603,0.808
0.107,0.11,0.151,0.243,0.603,0.809
0.107,0.111,0.151,0.243,0.603,0.809
0.107,0.111,0.151,0.243,0.603,0.809
0.107,0.111,0.151,0.243,0.603,0.809
0.107,0.111,0.151,0.243,0.603,0.809
0.107,0.111,0.151,0.243,0.603,0.809
0.108,0.111,0.152,0.243,0.603,0.81
0.108,0.111,0.152,0.243,0.604,0.81
0.108,0.111,0.152,0.243,0.604,0.81
0.108,0.111,0.152,0.243,0.604,0.81
0.108,0.111,0.152,0.244,0.604,0.811
0.108,0.111,0.152,0.244,0.605,0.811
0.108,0.111,0.152,0.244,0.605,0.811
0.108,0.111,0.152,0.244,0.605,0.811
0.108,0.111,0.152,0.244,0.605,0.811
0.108,0.111,0.152,0.244,0.605,0.811
0.108,0.111,0.153,0.244,0.605,0.811
0.108,0.112,0.153,0.244,0.606,0.811
0.108,0.112,0.153,0.244,0.606,0.811
0.109,0.112,0.153,0.244,0.606,0.812
0.109,0.112,0.153,0.244,0.606,0.812
0.109,0.112,0.153,0.244,0.607,0.812
0.109,0.112,0.153,0.244,0.607,0.812
0.109,0.112,0.153,0.244,0.607,0.812
0.109,0.112,0.153,0.244,0.607,0.812
0.109,0.112,0.153,0.244,0.607,0.813
0.109,0.112,0.153,0.245,0.607,0.813
0.109,0.112,0.153,0.245,0.607,0.813
0.109,0.112,0.153,0.245,0.608,0.813
0.109,0.112,0.154,0.245,0.608,0.814
0.109,0.112,0.154,0.245,0.608,0.814
0.11,0.112,0.154,0.245,0.608,0.814
0.11,0.112,0.154,0.245,0.608,0.814
0.11,0.112,0.154,0.245,0.609,0.814
0.11,0.112,0.154,0.245,0.609,0.814
0.11,0.113,0.154,0.245,0.609,0.815
0.11,0.113,0.154,0.245,0.609,0.815
0.11,0.113,0.154,0.245,0.609,0.815
0.11,0.113,0.154,0.245,0.609,0.815
